episode,step,reward,epsilon,vehicle_location_edge_id,destination_edge_id,out_lanes,action_chosen,best_choice,q_values,stage,done
37,19,-0.02,0.9636582956114175,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
37,20,0.025,0.9636582956114175,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,13s,,pickup,0
37,21,-0.15,0.9636582956114175,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,13s,,done,1
38,1,-0.02,0.9626946373158061,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
38,2,0,0.9626946373158061,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,9w,,pickup,0
38,3,-0.15,0.9626946373158061,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,9w,,done,1
39,1,-0.02,0.9617319426784903,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
39,2,-0.02,0.9617319426784903,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
39,3,0.025,0.9617319426784903,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
39,4,-0.02,0.9617319426784903,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
39,5,-0.02,0.9617319426784903,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",t,9e,,pickup,0
39,6,-0.02,0.9617319426784903,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",t,5s,,pickup,0
39,7,0.025,0.9617319426784903,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,8w,,pickup,0
39,8,-0.02,0.9617319426784903,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
39,9,-0.02,0.9617319426784903,8w,21n,"{'r': '4n', 'l': '11s', 't': '8e'}",l,12s,,pickup,0
39,10,-0.15,0.9617319426784903,8e,21n,"{'r': '12s', 's': '9e', 'l': '5n', 't': '8w'}",s,12s,,done,1
40,1,-0.02,0.9607702107358118,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
40,2,0.025,0.9607702107358118,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,9w,,pickup,0
40,3,0.025,0.9607702107358118,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
40,4,-0.02,0.9607702107358118,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
40,5,0.025,0.9607702107358118,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
40,6,-0.02,0.9607702107358118,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
40,7,0.025,0.9607702107358118,17e,21n,"{'r': '21s', 'l': '14n', 't': '17w'}",r,16w,,pickup,0
40,8,-0.02,0.9607702107358118,17w,21n,"{'r': '13n', 's': '16w', 'l': '20s', 't': '17e'}",t,17w,,pickup,0
40,9,0,0.9607702107358118,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",s,16w,"tensor([[-0.2583,  0.1681, -0.1214, -0.0555]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
40,10,0.025,0.9607702107358118,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",r,23w,,pickup,0
40,11,-0.02,0.9607702107358118,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",l,16w,,pickup,0
40,12,-0.15,0.9607702107358118,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",s,16w,,done,1
41,1,-0.02,0.959809440525076,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
41,2,0,0.959809440525076,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,10e,,pickup,0
41,3,-0.15,0.959809440525076,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,10e,,done,1
42,1,-0.02,0.9588496310845509,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
42,2,0.025,0.9588496310845509,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,9w,,pickup,0
42,3,0.025,0.9588496310845509,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
42,4,-0.02,0.9588496310845509,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
42,5,0.025,0.9588496310845509,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",s,20s,,pickup,0
42,6,0.025,0.9588496310845509,24e,21n,"{'l': '21n', 't': '24w'}",l,24e,,pickup,0
42,7,-0.15,0.9588496310845509,21n,21n,"{'s': '14n', 'l': '17w', 't': '21s'}",s,24e,,done,1
43,1,-0.02,0.9578907814534664,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
43,2,0.025,0.9578907814534664,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,9w,,pickup,0
43,3,0.025,0.9578907814534664,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
43,4,-0.02,0.9578907814534664,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
43,5,0.025,0.9578907814534664,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,,pickup,0
43,6,-0.02,0.9578907814534664,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
43,7,0.025,0.9578907814534664,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,,pickup,0
43,8,-0.02,0.9578907814534664,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,6n,,pickup,0
43,9,-0.02,0.9578907814534664,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
43,10,0,0.9578907814534664,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,6n,,pickup,0
43,11,0.025,0.9578907814534664,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
43,12,0.025,0.9578907814534664,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",r,13s,,pickup,0
43,13,-0.15,0.9578907814534664,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",s,13s,,done,1
44,1,-0.02,0.9569328906720129,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
44,2,0.025,0.9569328906720129,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,9w,,pickup,0
44,3,-0.15,0.9569328906720129,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",s,9w,,done,1
45,1,-0.02,0.9559759577813409,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
45,2,0.025,0.9559759577813409,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",l,6n,,pickup,0
45,3,-0.02,0.9559759577813409,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",t,10w,,pickup,0
45,4,-0.02,0.9559759577813409,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,10e,,pickup,0
45,5,-0.02,0.9559759577813409,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
45,6,0,0.9559759577813409,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,13s,,pickup,0
45,7,0.025,0.9559759577813409,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
45,8,-0.02,0.9559759577813409,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
45,9,0.025,0.9559759577813409,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
45,10,-0.02,0.9559759577813409,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
45,11,0.025,0.9559759577813409,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
45,12,0.025,0.9559759577813409,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",s,10e,,pickup,0
45,13,-0.15,0.9559759577813409,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",s,10e,,done,1
46,1,-0.02,0.9550199818235596,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
46,2,0.025,0.9550199818235596,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",s,10e,,pickup,0
46,3,0.025,0.9550199818235596,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",l,7n,,pickup,0
46,4,0.025,0.9550199818235596,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",s,21s,,pickup,0
46,5,-0.02,0.9550199818235596,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",s,7n,,pickup,0
46,6,0.025,0.9550199818235596,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",s,21s,,pickup,0
46,7,-0.15,0.9550199818235596,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",r,21s,,done,1
47,1,-0.02,0.9540649618417361,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
47,2,0,0.9540649618417361,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,13s,,pickup,0
47,3,-0.02,0.9540649618417361,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
47,4,0,0.9540649618417361,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,13s,,pickup,0
47,5,0.025,0.9540649618417361,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
47,6,-0.02,0.9540649618417361,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,"tensor([[-0.2675,  0.1636, -0.1169, -0.0456]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
47,7,0.025,0.9540649618417361,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
47,8,-0.02,0.9540649618417361,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
47,9,0.025,0.9540649618417361,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
47,10,-0.02,0.9540649618417361,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,"tensor([[-0.2515,  0.1612, -0.1251, -0.0636]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
47,11,0.025,0.9540649618417361,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
47,12,-0.02,0.9540649618417361,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
47,13,0.025,0.9540649618417361,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
47,14,-0.02,0.9540649618417361,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
47,15,-0.02,0.9540649618417361,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",t,9e,,pickup,0
47,16,-0.15,0.9540649618417361,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",s,9e,,done,1
48,1,-0.02,0.9531108968798944,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
48,2,0.025,0.9531108968798944,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,6n,,pickup,0
48,3,0.025,0.9531108968798944,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,,pickup,0
48,4,-0.02,0.9531108968798944,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,13s,,pickup,0
48,5,-0.02,0.9531108968798944,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
48,6,0.025,0.9531108968798944,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,6n,,pickup,0
48,7,0.025,0.9531108968798944,3e,21n,"{'r': '7s', 't': '3w'}",l,2w,,pickup,0
48,8,-0.15,0.9531108968798944,3w,21n,"{'s': '2w', 'l': '6s', 't': '3e'}",l,2w,,done,1
49,1,-0.02,0.9521577859830145,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
49,2,0.025,0.9521577859830145,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,10e,,pickup,0
49,3,0.025,0.9521577859830145,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
49,4,-0.02,0.9521577859830145,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
49,5,0.025,0.9521577859830145,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
49,6,-0.02,0.9521577859830145,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
49,7,0.025,0.9521577859830145,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
49,8,-0.02,0.9521577859830145,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
49,9,0.025,0.9521577859830145,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,"tensor([[-0.2564,  0.1660, -0.1206, -0.0558]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
49,10,-0.02,0.9521577859830145,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
49,11,0.025,0.9521577859830145,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
49,12,-0.02,0.9521577859830145,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,"tensor([[-0.2402,  0.1548, -0.1395, -0.0687]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
49,13,0.025,0.9521577859830145,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
49,14,-0.02,0.9521577859830145,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
49,15,0.025,0.9521577859830145,17e,21n,"{'r': '21s', 'l': '14n', 't': '17w'}",l,17e,,pickup,0
49,16,-0.02,0.9521577859830145,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",t,17w,,pickup,0
49,17,-0.02,0.9521577859830145,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",t,14s,,pickup,0
49,18,0.025,0.9521577859830145,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",t,14n,,pickup,0
49,19,-0.02,0.9521577859830145,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",l,10w,,pickup,0
49,20,0.025,0.9521577859830145,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",t,14n,,pickup,0
49,21,-0.15,0.9521577859830145,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",s,14n,,done,1
50,1,-0.02,0.9512056281970315,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
50,2,0.025,0.9512056281970315,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,9w,,pickup,0
50,3,0.025,0.9512056281970315,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
50,4,-0.02,0.9512056281970315,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
50,5,0.025,0.9512056281970315,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,,pickup,0
50,6,-0.02,0.9512056281970315,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
50,7,0.025,0.9512056281970315,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
50,8,-0.02,0.9512056281970315,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
50,9,0.025,0.9512056281970315,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
50,10,-0.02,0.9512056281970315,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
50,11,0,0.9512056281970315,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",s,20s,,pickup,0
50,12,0.025,0.9512056281970315,16e,21n,"{'r': '20s', 's': '17e', 'l': '13n', 't': '16w'}",t,16e,,pickup,0
50,13,0,0.9512056281970315,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,13n,,pickup,0
50,14,-0.02,0.9512056281970315,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,10e,,pickup,0
50,15,0.025,0.9512056281970315,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
50,16,-0.02,0.9512056281970315,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
50,17,-0.02,0.9512056281970315,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",r,5n,,pickup,0
50,18,0,0.9512056281970315,2e,21n,"{'r': '6s', 's': '3e', 't': '2w'}",r,2e,,pickup,0
50,19,0.025,0.9512056281970315,3e,21n,"{'r': '7s', 't': '3w'}",r,6s,,pickup,0
50,20,-0.02,0.9512056281970315,3w,21n,"{'s': '2w', 'l': '6s', 't': '3e'}",r,7s,,pickup,0
50,21,-0.15,0.9512056281970315,3e,21n,"{'r': '7s', 't': '3w'}",t,7s,,done,1
51,1,-0.02,0.9502544225688344,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
51,2,0.025,0.9502544225688344,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,13s,,pickup,0
51,3,0.025,0.9502544225688344,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",t,13n,,pickup,0
51,4,0.025,0.9502544225688344,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",l,24e,,pickup,0
51,5,-0.02,0.9502544225688344,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",r,17e,,pickup,0
51,6,-0.15,0.9502544225688344,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",s,17e,,done,1
52,1,-0.02,0.9493041681462656,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
52,2,0.025,0.9493041681462656,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",l,6n,,pickup,0
52,3,-0.15,0.9493041681462656,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",s,6n,,done,1
53,1,-0.02,0.9483548639781193,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
53,2,0.025,0.9483548639781193,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,10e,,pickup,0
53,3,0.025,0.9483548639781193,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
53,4,-0.02,0.9483548639781193,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
53,5,0.025,0.9483548639781193,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,,pickup,0
53,6,-0.02,0.9483548639781193,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
53,7,0.025,0.9483548639781193,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
53,8,-0.02,0.9483548639781193,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
53,9,0.025,0.9483548639781193,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
53,10,-0.02,0.9483548639781193,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
53,11,0.025,0.9483548639781193,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
53,12,-0.02,0.9483548639781193,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
53,13,0.025,0.9483548639781193,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
53,14,-0.02,0.9483548639781193,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
53,15,0.025,0.9483548639781193,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,"tensor([[-0.2395,  0.1643, -0.1423, -0.0666]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
53,16,-0.02,0.9483548639781193,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
53,17,0.025,0.9483548639781193,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
53,18,-0.02,0.9483548639781193,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
53,19,0.025,0.9483548639781193,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
53,20,-0.02,0.9483548639781193,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
53,21,-0.15,0.9483548639781193,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,6n,,done,1
54,1,-0.02,0.9474065091141411,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
54,2,0.025,0.9474065091141411,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,6n,,pickup,0
54,3,0.025,0.9474065091141411,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
54,4,-0.02,0.9474065091141411,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
54,5,0,0.9474065091141411,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",r,16w,,pickup,0
54,6,0.025,0.9474065091141411,16e,21n,"{'r': '20s', 's': '17e', 'l': '13n', 't': '16w'}",l,19s,,pickup,0
54,7,-0.02,0.9474065091141411,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",l,13n,,pickup,0
54,8,0.025,0.9474065091141411,16e,21n,"{'r': '20s', 's': '17e', 'l': '13n', 't': '16w'}",l,19s,,pickup,0
54,9,-0.02,0.9474065091141411,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",s,17e,,pickup,0
54,10,0.025,0.9474065091141411,16e,21n,"{'r': '20s', 's': '17e', 'l': '13n', 't': '16w'}",s,15w,"tensor([[-0.2513,  0.1623, -0.1284, -0.0619]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
54,11,-0.02,0.9474065091141411,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",t,16w,,pickup,0
54,12,-0.02,0.9474065091141411,15w,21n,"{'r': '11n', 'l': '18s', 't': '15e'}",s,15w,,pickup,0
54,13,-0.15,0.9474065091141411,18s,21n,"{'l': '22e', 't': '18n'}",s,15w,,done,1
55,1,-0.02,0.946459102605027,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
55,2,0,0.946459102605027,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,10e,,pickup,0
55,3,-0.02,0.946459102605027,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
55,4,0.025,0.946459102605027,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,6n,,pickup,0
55,5,-0.15,0.946459102605027,3e,21n,"{'r': '7s', 't': '3w'}",s,6n,,done,1
56,1,-0.02,0.9455126435024219,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
56,2,0.025,0.9455126435024219,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,13s,,pickup,0
56,3,0.025,0.9455126435024219,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",l,17e,,pickup,0
56,4,0.025,0.9455126435024219,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",r,23w,,pickup,0
56,5,-0.02,0.9455126435024219,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",r,17e,,pickup,0
56,6,-0.15,0.9455126435024219,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",s,17e,,done,1
57,1,-0.02,0.9445671308589195,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
57,2,-0.02,0.9445671308589195,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,"tensor([[-0.3210,  0.1472, -0.1287, -0.0280]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
57,3,0.025,0.9445671308589195,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
57,4,-0.02,0.9445671308589195,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
57,5,-0.02,0.9445671308589195,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",t,9e,,pickup,0
57,6,-0.15,0.9445671308589195,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",s,9e,"tensor([[-0.2700,  0.1594, -0.1233, -0.0428]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",done,1
58,1,-0.02,0.9436225637280606,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
58,2,0.025,0.9436225637280606,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,13s,,pickup,0
58,3,0.025,0.9436225637280606,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",t,13n,,pickup,0
